year,position,player,sum_of_strokes,round_number,hole_number
2019,NA,"AN, Byeong",3,1,1
2019,NA,"AN, Byeong",3,2,1
2019,NA,"AN, Byeong",4,3,1
2019,NA,"AN, Byeong",4,4,1
2019,NA,"ANCER, Abraham",5,1,1
2019,NA,"ANCER, Abraham",3,2,1
2019,NA,"ANCER, Abraham",4,3,1
2019,NA,"ANCER, Abraham",4,4,1
2019,NA,"APHIBARNRAT, Kiradech",4,1,1
2019,NA,"APHIBARNRAT, Kiradech",4,2,1
2019,NA,"ARENDELL, Connor",4,1,1
2019,NA,"ARENDELL, Connor",4,2,1
2019,NA,"ARNAUS, Adri",4,1,1
2019,NA,"ARNAUS, Adri",5,2,1
2019,NA,"ARNAUS, Adri",4,3,1
2019,NA,"ARNAUS, Adri",4,4,1
2019,NA,"BADDELEY, Aaron",4,1,1
2019,NA,"BADDELEY, Aaron",4,2,1
2019,NA,"BERGER, Daniel",4,1,1
2019,NA,"BERGER, Daniel",3,2,1
2019,NA,"BERGER, Daniel",4,3,1
2019,NA,"BERGER, Daniel",3,4,1
2019,NA,"BJERREGAARD, Lucas",4,1,1
2019,NA,"BJERREGAARD, Lucas",4,2,1
2019,NA,"BLAIR, Zac",5,1,1
2019,NA,"BLAIR, Zac",4,2,1
2019,NA,"BLING, Devon (a)",4,1,1
2019,NA,"BLING, Devon (a)",5,2,1
2019,NA,"BRADLEY, Keegan",4,1,1
2019,NA,"BRADLEY, Keegan",4,2,1
2019,NA,"BRAMLETT, Joseph",4,1,1
2019,NA,"BRAMLETT, Joseph",4,2,1
2019,NA,"BREMNER, Merrick",4,1,1
2019,NA,"BREMNER, Merrick",5,2,1
2019,NA,"BURMESTER, Dean",4,1,1
2019,NA,"BURMESTER, Dean",3,2,1
2019,NA,"CABRERA BELLO,",3,1,1
2019,NA,"CABRERA BELLO,",5,2,1
2019,NA,"CABRERA BELLO,",4,3,1
2019,NA,"CABRERA BELLO,",4,4,1
2019,NA,"CANTLAY, Patrick",4,1,1
2019,NA,"CANTLAY, Patrick",4,2,1
2019,NA,"CANTLAY, Patrick",4,3,1
2019,NA,"CANTLAY, Patrick",4,4,1
2019,NA,"CASEY, Paul",3,1,1
2019,NA,"CASEY, Paul",4,2,1
2019,NA,"CASEY, Paul",4,3,1
2019,NA,"CASEY, Paul",4,4,1
2019,NA,"CASTRO, Roberto",5,1,1
2019,NA,"CASTRO, Roberto",4,2,1
2019,NA,"DAHMEN, Joel",4,1,1
2019,NA,"DAHMEN, Joel",7,2,1
2019,NA,"DANIELSON, Charlie",4,1,1
2019,NA,"DANIELSON, Charlie",4,2,1
2019,NA,"DANIELSON, Charlie",4,3,1
2019,NA,"DANIELSON, Charlie",4,4,1
2019,NA,"DAVIS, Brian",4,1,1
2019,NA,"DAVIS, Brian",3,2,1
2019,NA,"DAY, Jason",4,1,1
2019,NA,"DAY, Jason",4,2,1
2019,NA,"DAY, Jason",4,3,1
2019,NA,"DAY, Jason",3,4,1
2019,NA,"DECHAMBEAU, Bryson",3,1,1
2019,NA,"DECHAMBEAU, Bryson",4,2,1
2019,NA,"DECHAMBEAU, Bryson",4,3,1
2019,NA,"DECHAMBEAU, Bryson",4,4,1
2019,NA,"DIETRICH, Eric",5,1,1
2019,NA,"DIETRICH, Eric",3,2,1
2019,NA,"DONALD, Luke",5,1,1
2019,NA,"DONALD, Luke",4,2,1
2019,NA,"DONALD, Luke",4,3,1
2019,NA,"DONALD, Luke",5,4,1
2019,NA,"DREWITT, Brett",5,1,1
2019,NA,"DREWITT, Brett",4,2,1
2019,NA,"DUFNER, Jason",6,1,1
2019,NA,"DUFNER, Jason",3,2,1
2019,NA,"DUFNER, Jason",4,3,1
2019,NA,"DUFNER, Jason",4,4,1
2019,NA,"EATON, Chandler",5,1,1
2019,NA,"EATON, Chandler",3,2,1
2019,NA,"EATON, Chandler",4,3,1
2019,NA,"EATON, Chandler",3,4,1
2019,NA,"ECKROAT, Austin (a)",4,1,1
2019,NA,"ECKROAT, Austin (a)",5,2,1
2019,NA,"ELS, Ernie",4,1,1
2019,NA,"ELS, Ernie",4,2,1
2019,NA,"ENGLISH, Harris",4,1,1
2019,NA,"ENGLISH, Harris",3,2,1
2019,NA,"ENGLISH, Harris",4,3,1
2019,NA,"ENGLISH, Harris",5,4,1
2019,NA,"ENOCH, Rhys",4,1,1
2019,NA,"ENOCH, Rhys",5,2,1
2019,NA,"ENOCH, Rhys",4,3,1
2019,NA,"ENOCH, Rhys",5,4,1
2019,NA,"ETULAIN, Julian",4,1,1
2019,NA,"ETULAIN, Julian",4,2,1
2019,NA,"FINAU, Tony",4,1,1
2019,NA,"FINAU, Tony",4,2,1
2019,NA,"FITZPATRICK, Matt",4,1,1
2019,NA,"FITZPATRICK, Matt",4,2,1
2019,NA,"FITZPATRICK, Matt",4,3,1
2019,NA,"FITZPATRICK, Matt",4,4,1
2019,NA,"FLEETWOOD, Tommy",5,1,1
2019,NA,"FLEETWOOD, Tommy",5,2,1
2019,NA,"FLEETWOOD, Tommy",3,3,1
2019,NA,"FLEETWOOD, Tommy",5,4,1
2019,NA,"FOWLER, Rickie",4,1,1
2019,NA,"FOWLER, Rickie",5,2,1
2019,NA,"FOWLER, Rickie",4,3,1
2019,NA,"FOWLER, Rickie",4,4,1
2019,NA,"FOX, Ryan",5,1,1
2019,NA,"FOX, Ryan",6,2,1
2019,NA,"FRASER, Marcus",4,1,1
2019,NA,"FRASER, Marcus",4,2,1
2019,NA,"FURYK, Jim",5,1,1
2019,NA,"FURYK, Jim",4,2,1
2019,NA,"FURYK, Jim",4,3,1
2019,NA,"FURYK, Jim",5,4,1
2019,NA,"GAGNE, Luis",4,1,1
2019,NA,"GAGNE, Luis",4,2,1
2019,NA,"GARCIA, Sergio",4,1,1
2019,NA,"GARCIA, Sergio",3,2,1
2019,NA,"GARCIA, Sergio",5,3,1
2019,NA,"GARCIA, Sergio",4,4,1
2019,NA,"GLOVER, Lucas",4,1,1
2019,NA,"GLOVER, Lucas",4,2,1
2019,NA,"GRACE, Branden",4,1,1
2019,NA,"GRACE, Branden",5,2,1
2019,NA,"GRIBBLE, Cody",5,1,1
2019,NA,"GRIBBLE, Cody",4,2,1
2019,NA,"GRILLO, Emiliano",4,1,1
2019,NA,"GRILLO, Emiliano",3,2,1
2019,NA,"GRILLO, Emiliano",4,3,1
2019,NA,"GRILLO, Emiliano",6,4,1
2019,NA,"GUTHRIE, Luke",4,1,1
2019,NA,"GUTHRIE, Luke",4,2,1
2019,NA,"HADLEY, Chesson",3,1,1
2019,NA,"HADLEY, Chesson",4,2,1
2019,NA,"HADLEY, Chesson",4,3,1
2019,NA,"HADLEY, Chesson",4,4,1
2019,NA,"HAGESTAD, Stewart (a)",4,1,1
2019,NA,"HAGESTAD, Stewart (a)",4,2,1
2019,NA,"HALVORSEN, Andreas",4,1,1
2019,NA,"HALVORSEN, Andreas",6,2,1
2019,NA,"HARDING, Justin",4,1,1
2019,NA,"HARDING, Justin",4,2,1
2019,NA,"HARDY, Nick",4,1,1
2019,NA,"HARDY, Nick",3,2,1
2019,NA,"HATTON, Tyrrell",3,1,1
2019,NA,"HATTON, Tyrrell",4,2,1
2019,NA,"HATTON, Tyrrell",4,3,1
2019,NA,"HATTON, Tyrrell",4,4,1
2019,NA,"HILLIER, Daniel (a)",4,1,1
2019,NA,"HILLIER, Daniel (a)",4,2,1
2019,NA,"HOGE, Tom",4,1,1
2019,NA,"HOGE, Tom",4,2,1
2019,NA,"HOGE, Tom",4,3,1
2019,NA,"HOGE, Tom",4,4,1
2019,NA,"HOLMES, J.B.",5,1,1
2019,NA,"HOLMES, J.B.",5,2,1
2019,NA,"HORIKAWA, Mikumu",3,1,1
2019,NA,"HORIKAWA, Mikumu",5,2,1
2019,NA,"HORSCHEL, Billy",4,1,1
2019,NA,"HORSCHEL, Billy",4,2,1
2019,NA,"HORSCHEL, Billy",4,3,1
2019,NA,"HORSCHEL, Billy",4,4,1
2019,NA,"HORSFIELD, Sam",4,1,1
2019,NA,"HORSFIELD, Sam",4,2,1
2019,NA,"HOVLAND, Viktor",4,1,1
2019,NA,"HOVLAND, Viktor",4,2,1
2019,NA,"HOVLAND, Viktor",4,3,1
2019,NA,"HOVLAND, Viktor",4,4,1
2019,NA,"HOWELL III,",4,1,1
2019,NA,"HOWELL III,",4,2,1
2019,NA,"HOWELL III,",4,3,1
2019,NA,"HOWELL III,",4,4,1
2019,NA,"HURLEY III,",5,1,1
2019,NA,"HURLEY III,",3,2,1
2019,NA,"HURLEY III,",4,3,1
2019,NA,"HURLEY III,",4,4,1
2019,NA,"ICHIHARA, Kodai",4,1,1
2019,NA,"ICHIHARA, Kodai",3,2,1
2019,NA,"IMAHIRA, Shugo",4,1,1
2019,NA,"IMAHIRA, Shugo",5,2,1
2019,NA,"JOHNSON, Dustin",4,1,1
2019,NA,"JOHNSON, Dustin",4,2,1
2019,NA,"JOHNSON, Dustin",4,3,1
2019,NA,"JOHNSON, Dustin",4,4,1
2019,NA,"JOHNSON, Zach",4,1,1
2019,NA,"JOHNSON, Zach",4,2,1
2019,NA,"JOHNSON, Zach",6,3,1
2019,NA,"JOHNSON, Zach",4,4,1
2019,NA,"JONES, Matt",5,1,1
2019,NA,"JONES, Matt",4,2,1
2019,NA,"KAYMER, Martin",5,1,1
2019,NA,"KAYMER, Martin",4,2,1
2019,NA,"KAYMER, Martin",4,3,1
2019,NA,"KAYMER, Martin",5,4,1
2019,NA,"KIM, Chan",5,1,1
2019,NA,"KIM, Chan",4,2,1
2019,NA,"KIM, Si Woo",4,1,1
2019,NA,"KIM, Si Woo",3,2,1
2019,NA,"KINHULT, Marcus",4,1,1
2019,NA,"KINHULT, Marcus",3,2,1
2019,NA,"KINHULT, Marcus",4,3,1
2019,NA,"KINHULT, Marcus",3,4,1
2019,NA,"KISNER, Kevin",5,1,1
2019,NA,"KISNER, Kevin",3,2,1
2019,NA,"KISNER, Kevin",4,3,1
2019,NA,"KISNER, Kevin",4,4,1
2019,NA,"KIZZIRE, Patton",4,1,1
2019,NA,"KIZZIRE, Patton",3,2,1
2019,NA,"KOEPKA, Brooks",3,1,1
2019,NA,"KOEPKA, Brooks",4,2,1
2019,NA,"KOEPKA, Brooks",4,3,1
2019,NA,"KOEPKA, Brooks",3,4,1
2019,NA,"KUCHAR, Matt",4,1,1
2019,NA,"KUCHAR, Matt",3,2,1
2019,NA,"KUCHAR, Matt",4,3,1
2019,NA,"KUCHAR, Matt",4,4,1
2019,NA,"LAHIRI, Anirban",4,1,1
2019,NA,"LAHIRI, Anirban",5,2,1
2019,NA,"LASHLEY, Nate",4,1,1
2019,NA,"LASHLEY, Nate",5,2,1
2019,NA,"LASHLEY, Nate",3,3,1
2019,NA,"LASHLEY, Nate",4,4,1
2019,NA,"LEE, K.H.",4,1,1
2019,NA,"LEE, K.H.",3,2,1
2019,NA,"LEE, Richard",4,1,1
2019,NA,"LEE, Richard",4,2,1
2019,NA,"LEISHMAN, Marc",4,1,1
2019,NA,"LEISHMAN, Marc",4,2,1
2019,NA,"LEISHMAN, Marc",4,3,1
2019,NA,"LEISHMAN, Marc",4,4,1
2019,NA,"LI, Haotong",4,1,1
2019,NA,"LI, Haotong",5,2,1
2019,NA,"LI, Haotong",4,3,1
2019,NA,"LI, Haotong",4,4,1
2019,NA,"LIST, Luke",4,1,1
2019,NA,"LIST, Luke",4,2,1
2019,NA,"LOWRY, Shane",4,1,1
2019,NA,"LOWRY, Shane",3,2,1
2019,NA,"LOWRY, Shane",4,3,1
2019,NA,"LOWRY, Shane",4,4,1
2019,NA,"MATSUYAMA, Hideki",4,1,1
2019,NA,"MATSUYAMA, Hideki",3,2,1
2019,NA,"MATSUYAMA, Hideki",3,3,1
2019,NA,"MATSUYAMA, Hideki",4,4,1
2019,NA,"MCDANIEL, Chip",4,1,1
2019,NA,"MCDANIEL, Chip",4,2,1
2019,NA,"MCDANIEL, Chip",5,3,1
2019,NA,"MCDANIEL, Chip",4,4,1
2019,NA,"MCDOWELL, Graeme",4,1,1
2019,NA,"MCDOWELL, Graeme",4,2,1
2019,NA,"MCDOWELL, Graeme",4,3,1
2019,NA,"MCDOWELL, Graeme",4,4,1
2019,NA,"MCILROY, Rory",4,1,1
2019,NA,"MCILROY, Rory",4,2,1
2019,NA,"MCILROY, Rory",5,3,1
2019,NA,"MCILROY, Rory",4,4,1
2019,NA,"MICKELSON, Phil",4,1,1
2019,NA,"MICKELSON, Phil",4,2,1
2019,NA,"MICKELSON, Phil",4,3,1
2019,NA,"MICKELSON, Phil",3,4,1
2019,NA,"MITCHELL, Keith",4,1,1
2019,NA,"MITCHELL, Keith",4,2,1
2019,NA,"MOLINARI, Francesco",4,1,1
2019,NA,"MOLINARI, Francesco",4,2,1
2019,NA,"MOLINARI, Francesco",4,3,1
2019,NA,"MOLINARI, Francesco",3,4,1
2019,NA,"MORIKAWA, Collin",4,1,1
2019,NA,"MORIKAWA, Collin",3,2,1
2019,NA,"MORIKAWA, Collin",4,3,1
2019,NA,"MORIKAWA, Collin",4,4,1
2019,NA,"NA, Kevin",6,1,1
2019,NA,"NA, Kevin",3,2,1
2019,NA,"NAUMEC, Matthew",4,1,1
2019,NA,"NAUMEC, Matthew",4,2,1
2019,NA,"NOREN, Alex",4,1,1
2019,NA,"NOREN, Alex",4,2,1
2019,NA,"NORTON, Noah (a)",5,1,1
2019,NA,"NORTON, Noah (a)",5,2,1
2019,NA,"O'CONNELL, Kevin (a)",4,1,1
2019,NA,"O'CONNELL, Kevin (a)",4,2,1
2019,NA,"OLESEN, Thorbjorn",4,1,1
2019,NA,"OLESEN, Thorbjorn",4,2,1
2019,NA,"OOSTHUIZEN, Louis",4,1,1
2019,NA,"OOSTHUIZEN, Louis",3,2,1
2019,NA,"OOSTHUIZEN, Louis",4,3,1
2019,NA,"OOSTHUIZEN, Louis",3,4,1
2019,NA,"OPPENHEIM, Rob",6,1,1
2019,NA,"OPPENHEIM, Rob",3,2,1
2019,NA,"ORTIZ, Carlos",5,1,1
2019,NA,"ORTIZ, Carlos",3,2,1
2019,NA,"ORTIZ, Carlos",4,3,1
2019,NA,"ORTIZ, Carlos",5,4,1
2019,NA,"PAN, C.T.",4,1,1
2019,NA,"PAN, C.T.",4,2,1
2019,NA,"PARATORE, Renato",4,1,1
2019,NA,"PARATORE, Renato",3,2,1
2019,NA,"PARZIALE, Matt (a)",4,1,1
2019,NA,"PARZIALE, Matt (a)",4,2,1
2019,NA,"PAVON, Matthieu",5,1,1
2019,NA,"PAVON, Matthieu",4,2,1
2019,NA,"PEREIRA, Guillermo",5,1,1
2019,NA,"PEREIRA, Guillermo",3,2,1
2019,NA,"PIERCY, Scott",4,1,1
2019,NA,"PIERCY, Scott",4,2,1
2019,NA,"PIERCY, Scott",4,3,1
2019,NA,"PIERCY, Scott",3,4,1
2019,NA,"PIETERS, Thomas",3,1,1
2019,NA,"PIETERS, Thomas",4,2,1
2019,NA,"POPE, Andy",4,1,1
2019,NA,"POPE, Andy",4,2,1
2019,NA,"POPE, Andy",5,3,1
2019,NA,"POPE, Andy",4,4,1
2019,NA,"POULTER, Ian",4,1,1
2019,NA,"POULTER, Ian",3,2,1
2019,NA,"PRUGH, Alex",4,1,1
2019,NA,"PRUGH, Alex",4,2,1
2019,NA,"PRUGH, Alex",4,3,1
2019,NA,"PRUGH, Alex",3,4,1
2019,NA,"PUTNAM, Andrew",3,1,1
2019,NA,"PUTNAM, Andrew",3,2,1
2019,NA,"PUTNAM, Andrew",4,3,1
2019,NA,"PUTNAM, Andrew",4,4,1
2019,NA,"RAHM, Jon",4,1,1
2019,NA,"RAHM, Jon",5,2,1
2019,NA,"RAHM, Jon",4,3,1
2019,NA,"RAHM, Jon",3,4,1
2019,NA,"REAVIE, Chez",4,1,1
2019,NA,"REAVIE, Chez",4,2,1
2019,NA,"REAVIE, Chez",4,3,1
2019,NA,"REAVIE, Chez",4,4,1
2019,NA,"REBULA, Jovan (a)",4,1,1
2019,NA,"REBULA, Jovan (a)",3,2,1
2019,NA,"REED, Patrick",5,1,1
2019,NA,"REED, Patrick",4,2,1
2019,NA,"REED, Patrick",5,3,1
2019,NA,"REED, Patrick",5,4,1
2019,NA,"ROSE, Justin",4,1,1
2019,NA,"ROSE, Justin",5,2,1
2019,NA,"ROSE, Justin",4,3,1
2019,NA,"ROSE, Justin",3,4,1
2019,NA,"SABBATINI, Rory",4,1,1
2019,NA,"SABBATINI, Rory",4,2,1
2019,NA,"SABBATINI, Rory",4,3,1
2019,NA,"SABBATINI, Rory",4,4,1
2019,NA,"SAUNDERS, Sam",4,1,1
2019,NA,"SAUNDERS, Sam",4,2,1
2019,NA,"SCHAUFFELE, Xander",4,1,1
2019,NA,"SCHAUFFELE, Xander",4,2,1
2019,NA,"SCHAUFFELE, Xander",6,3,1
2019,NA,"SCHAUFFELE, Xander",3,4,1
2019,NA,"SCHEFFLER, Scottie",4,1,1
2019,NA,"SCHEFFLER, Scottie",4,2,1
2019,NA,"SCHNIEDERJANS, Ollie",5,1,1
2019,NA,"SCHNIEDERJANS, Ollie",3,2,1
2019,NA,"SCOTT, Adam",5,1,1
2019,NA,"SCOTT, Adam",5,2,1
2019,NA,"SCOTT, Adam",4,3,1
2019,NA,"SCOTT, Adam",4,4,1
2019,NA,"SHIEH, Hayden",4,1,1
2019,NA,"SHIEH, Hayden",5,2,1
2019,NA,"SIMPSON, Webb",4,1,1
2019,NA,"SIMPSON, Webb",3,2,1
2019,NA,"SIMPSON, Webb",5,3,1
2019,NA,"SIMPSON, Webb",4,4,1
2019,NA,"SLATTERY, Lee",4,1,1
2019,NA,"SLATTERY, Lee",3,2,1
2019,NA,"SMITH, Cameron",4,1,1
2019,NA,"SMITH, Cameron",4,2,1
2019,NA,"SMITH, Cameron",4,3,1
2019,NA,"SMITH, Cameron",4,4,1
2019,NA,"SNEDEKER, Brandt",4,1,1
2019,NA,"SNEDEKER, Brandt",4,2,1
2019,NA,"SNEDEKER, Brandt",4,3,1
2019,NA,"SNEDEKER, Brandt",4,4,1
2019,NA,"SORDET, Clement",4,1,1
2019,NA,"SORDET, Clement",4,2,1
2019,NA,"SORDET, Clement",4,3,1
2019,NA,"SORDET, Clement",5,4,1
2019,NA,"SPIETH, Jordan",4,1,1
2019,NA,"SPIETH, Jordan",4,2,1
2019,NA,"SPIETH, Jordan",4,3,1
2019,NA,"SPIETH, Jordan",5,4,1
2019,NA,"STANLEY, Kyle",4,1,1
2019,NA,"STANLEY, Kyle",3,2,1
2019,NA,"STANLEY, Kyle",4,3,1
2019,NA,"STANLEY, Kyle",5,4,1
2019,NA,"STENSON, Henrik",4,1,1
2019,NA,"STENSON, Henrik",4,2,1
2019,NA,"STENSON, Henrik",4,3,1
2019,NA,"STENSON, Henrik",3,4,1
2019,NA,"STRAKA, Sepp",4,1,1
2019,NA,"STRAKA, Sepp",3,2,1
2019,NA,"STRAKA, Sepp",4,3,1
2019,NA,"STRAKA, Sepp",5,4,1
2019,NA,"STUARD, Brian",4,1,1
2019,NA,"STUARD, Brian",4,2,1
2019,NA,"STUARD, Brian",4,3,1
2019,NA,"STUARD, Brian",4,4,1
2019,NA,"SULLIVAN, Ryan",3,1,1
2019,NA,"SULLIVAN, Ryan",4,2,1
2019,NA,"TARREN, Callum",3,1,1
2019,NA,"TARREN, Callum",4,2,1
2019,NA,"TAYLOR, Nick",5,1,1
2019,NA,"TAYLOR, Nick",3,2,1
2019,NA,"TAYLOR, Nick",4,3,1
2019,NA,"TAYLOR, Nick",4,4,1
2019,NA,"THOMAS, Justin",5,1,1
2019,NA,"THOMAS, Justin",3,2,1
2019,NA,"THORBJORNSEN, Michael",4,1,1
2019,NA,"THORBJORNSEN, Michael",3,2,1
2019,NA,"THORBJORNSEN, Michael",5,3,1
2019,NA,"THORBJORNSEN, Michael",4,4,1
2019,NA,"TIBBITS, Spencer (a)",4,1,1
2019,NA,"TIBBITS, Spencer (a)",3,2,1
2019,NA,"TODD, Brendon",5,1,1
2019,NA,"TODD, Brendon",4,2,1
2019,NA,"TOMS, David",3,1,1
2019,NA,"TOMS, David",5,2,1
2019,NA,"VAN ROOYEN,",5,1,1
2019,NA,"VAN ROOYEN,",4,2,1
2019,NA,"VAN ROOYEN,",5,3,1
2019,NA,"VAN ROOYEN,",4,4,1
2019,NA,"VEGAS, Jhonattan",4,1,1
2019,NA,"VEGAS, Jhonattan",5,2,1
2019,NA,"WALKER, Jimmy",4,1,1
2019,NA,"WALKER, Jimmy",4,2,1
2019,NA,"WALLACE, Matt",4,1,1
2019,NA,"WALLACE, Matt",3,2,1
2019,NA,"WALLACE, Matt",4,3,1
2019,NA,"WALLACE, Matt",4,4,1
2019,NA,"WALTERS, Justin",5,1,1
2019,NA,"WALTERS, Justin",5,2,1
2019,NA,"WALTERS, Justin",4,3,1
2019,NA,"WALTERS, Justin",3,4,1
2019,NA,"WATSON, Bubba",5,1,1
2019,NA,"WATSON, Bubba",3,2,1
2019,NA,"WEIR, Mike",4,1,1
2019,NA,"WEIR, Mike",4,2,1
2019,NA,"WIESBERGER, Bernd",4,1,1
2019,NA,"WIESBERGER, Bernd",4,2,1
2019,NA,"WIESBERGER, Bernd",3,3,1
2019,NA,"WIESBERGER, Bernd",4,4,1
2019,NA,"WILLETT, Danny",3,1,1
2019,NA,"WILLETT, Danny",4,2,1
2019,NA,"WILLETT, Danny",3,3,1
2019,NA,"WILLETT, Danny",4,4,1
2019,NA,"WISE, Aaron",4,1,1
2019,NA,"WISE, Aaron",4,2,1
2019,NA,"WISE, Aaron",4,3,1
2019,NA,"WISE, Aaron",3,4,1
2019,NA,"WOODLAND, Gary",4,1,1
2019,NA,"WOODLAND, Gary",3,2,1
2019,NA,"WOODLAND, Gary",4,3,1
2019,NA,"WOODLAND, Gary",4,4,1
2019,NA,"WOODS, Tiger",4,1,1
2019,NA,"WOODS, Tiger",4,2,1
2019,NA,"WOODS, Tiger",5,3,1
2019,NA,"WOODS, Tiger",5,4,1
2019,NA,"WU, Brandon",5,1,1
2019,NA,"WU, Brandon",3,2,1
2019,NA,"WU, Brandon",4,3,1
2019,NA,"WU, Brandon",5,4,1
2019,NA,"YOUNG, Cameron (a)",4,1,1
2019,NA,"YOUNG, Cameron (a)",3,2,1
2019,NA,"YU, Kevin (a)",5,1,1
2019,NA,"YU, Kevin (a)",5,2,1
2019,NA,"AN, Byeong",5,1,2
2019,NA,"AN, Byeong",4,2,2
2019,NA,"AN, Byeong",4,3,2
2019,NA,"AN, Byeong",5,4,2
2019,NA,"ANCER, Abraham",6,1,2
2019,NA,"ANCER, Abraham",4,2,2
2019,NA,"ANCER, Abraham",6,3,2
2019,NA,"ANCER, Abraham",4,4,2
2019,NA,"APHIBARNRAT, Kiradech",3,1,2
2019,NA,"APHIBARNRAT, Kiradech",4,2,2
2019,NA,"ARENDELL, Connor",5,1,2
2019,NA,"ARENDELL, Connor",5,2,2
2019,NA,"ARNAUS, Adri",3,1,2
2019,NA,"ARNAUS, Adri",4,2,2
2019,NA,"ARNAUS, Adri",5,3,2
2019,NA,"ARNAUS, Adri",4,4,2
2019,NA,"BADDELEY, Aaron",4,1,2
2019,NA,"BADDELEY, Aaron",4,2,2
2019,NA,"BERGER, Daniel",5,1,2
2019,NA,"BERGER, Daniel",3,2,2
2019,NA,"BERGER, Daniel",5,3,2
2019,NA,"BERGER, Daniel",5,4,2
2019,NA,"BJERREGAARD, Lucas",4,1,2
2019,NA,"BJERREGAARD, Lucas",4,2,2
2019,NA,"BLAIR, Zac",6,1,2
2019,NA,"BLAIR, Zac",6,2,2
2019,NA,"BLING, Devon (a)",6,1,2
2019,NA,"BLING, Devon (a)",4,2,2
2019,NA,"BRADLEY, Keegan",6,1,2
2019,NA,"BRADLEY, Keegan",5,2,2
2019,NA,"BRAMLETT, Joseph",5,1,2
2019,NA,"BRAMLETT, Joseph",4,2,2
2019,NA,"BREMNER, Merrick",8,1,2
2019,NA,"BREMNER, Merrick",5,2,2
2019,NA,"BURMESTER, Dean",5,1,2
2019,NA,"BURMESTER, Dean",3,2,2
2019,NA,"CABRERA BELLO,",4,1,2
2019,NA,"CABRERA BELLO,",6,2,2
2019,NA,"CABRERA BELLO,",4,3,2
2019,NA,"CABRERA BELLO,",5,4,2
2019,NA,"CANTLAY, Patrick",5,1,2
2019,NA,"CANTLAY, Patrick",4,2,2
2019,NA,"CANTLAY, Patrick",4,3,2
2019,NA,"CANTLAY, Patrick",4,4,2
2019,NA,"CASEY, Paul",4,1,2
2019,NA,"CASEY, Paul",4,2,2
2019,NA,"CASEY, Paul",5,3,2
2019,NA,"CASEY, Paul",4,4,2
2019,NA,"CASTRO, Roberto",5,1,2
2019,NA,"CASTRO, Roberto",5,2,2
2019,NA,"DAHMEN, Joel",4,1,2
2019,NA,"DAHMEN, Joel",4,2,2
2019,NA,"DANIELSON, Charlie",4,1,2
2019,NA,"DANIELSON, Charlie",3,2,2
2019,NA,"DANIELSON, Charlie",4,3,2
2019,NA,"DANIELSON, Charlie",4,4,2
2019,NA,"DAVIS, Brian",4,1,2
2019,NA,"DAVIS, Brian",4,2,2
2019,NA,"DAY, Jason",4,1,2
2019,NA,"DAY, Jason",3,2,2
2019,NA,"DAY, Jason",4,3,2
2019,NA,"DAY, Jason",4,4,2
2019,NA,"DECHAMBEAU, Bryson",4,1,2
2019,NA,"DECHAMBEAU, Bryson",3,2,2
2019,NA,"DECHAMBEAU, Bryson",4,3,2
2019,NA,"DECHAMBEAU, Bryson",3,4,2
2019,NA,"DIETRICH, Eric",5,1,2
2019,NA,"DIETRICH, Eric",5,2,2
2019,NA,"DONALD, Luke",4,1,2
2019,NA,"DONALD, Luke",4,2,2
2019,NA,"DONALD, Luke",6,3,2
2019,NA,"DONALD, Luke",4,4,2
2019,NA,"DREWITT, Brett",4,1,2
2019,NA,"DREWITT, Brett",3,2,2
2019,NA,"DUFNER, Jason",4,1,2
2019,NA,"DUFNER, Jason",4,2,2
2019,NA,"DUFNER, Jason",4,3,2
2019,NA,"DUFNER, Jason",4,4,2
2019,NA,"EATON, Chandler",3,1,2
2019,NA,"EATON, Chandler",5,2,2
2019,NA,"EATON, Chandler",5,3,2
2019,NA,"EATON, Chandler",4,4,2
2019,NA,"ECKROAT, Austin (a)",4,1,2
2019,NA,"ECKROAT, Austin (a)",4,2,2
2019,NA,"ELS, Ernie",5,1,2
2019,NA,"ELS, Ernie",3,2,2
2019,NA,"ENGLISH, Harris",4,1,2
2019,NA,"ENGLISH, Harris",4,2,2
2019,NA,"ENGLISH, Harris",5,3,2
2019,NA,"ENGLISH, Harris",4,4,2
2019,NA,"ENOCH, Rhys",5,1,2
2019,NA,"ENOCH, Rhys",4,2,2
2019,NA,"ENOCH, Rhys",4,3,2
2019,NA,"ENOCH, Rhys",5,4,2
2019,NA,"ETULAIN, Julian",5,1,2
2019,NA,"ETULAIN, Julian",4,2,2
2019,NA,"FINAU, Tony",5,1,2
2019,NA,"FINAU, Tony",4,2,2
2019,NA,"FITZPATRICK, Matt",4,1,2
2019,NA,"FITZPATRICK, Matt",4,2,2
2019,NA,"FITZPATRICK, Matt",3,3,2
2019,NA,"FITZPATRICK, Matt",4,4,2
2019,NA,"FLEETWOOD, Tommy",4,1,2
2019,NA,"FLEETWOOD, Tommy",5,2,2
2019,NA,"FLEETWOOD, Tommy",4,3,2
2019,NA,"FLEETWOOD, Tommy",4,4,2
2019,NA,"FOWLER, Rickie",3,1,2
2019,NA,"FOWLER, Rickie",4,2,2
2019,NA,"FOWLER, Rickie",4,3,2
2019,NA,"FOWLER, Rickie",4,4,2
2019,NA,"FOX, Ryan",4,1,2
2019,NA,"FOX, Ryan",5,2,2
2019,NA,"FRASER, Marcus",5,1,2
